Overall time BD (ms)	Overall time SO (ms)	Time first output SO (ms)	number of tuples	Exceptions
N/A	17.073	N/A	7	none
N/A	176.598	N/A	3321	none
N/A	5.764.313	N/A	8005	none
N/A	100.335	N/A	1	none
N/A	72.925	N/A	88	none
N/A	19.762	N/A	1	none
N/A	2.691.463	N/A	1	none
N/A	1.023.891	N/A	1	none
N/A	749.059	N/A	40	none
N/A	102.066	N/A	1	none
N/A	1.277.193	N/A	10000	none
N/A	1.407.196	N/A	7	none
N/A	95.395	N/A	1	none
N/A	754.934	N/A	2411	none
N/A	2.461	N/A	3	none
N/A	74.65	N/A	18	none
N/A	1.274.033	N/A	10000	none
N/A	299.152	N/A	3987	none
N/A	75.334	N/A	4	none
N/A	203.475	N/A	323	none
N/A	123.287	N/A	1	none
N/A	2.382.794	N/A	29	none
N/A	181.236	N/A	10000	none
N/A	175.822	N/A	292	none
N/A	12.549	N/A	1	none
N/A	81.622	N/A	4	none
N/A	11.825	N/A	1	none
N/A	92.051	N/A	1	none
N/A	2.039.224	N/A	891	none
N/A	1.800.755	N/A	10000	none
N/A	80.375	N/A	84	none
N/A	217.641	N/A	18	none
N/A	44.686	N/A	3	none
N/A	0.7737	N/A	1	none
N/A	2.031.916	N/A	1738	none
N/A	273.191	N/A	6425	none
N/A	1.265.852	N/A	10000	none
N/A	1.311.728	N/A	44	none
N/A	59.452	N/A	10	none
N/A	215.167	N/A	201	none
N/A	0.7432	N/A	1	none
N/A	706.482	N/A	9	none
N/A	5.462.616	N/A	350	none
N/A	289.337	N/A	6425	none
N/A	286.263	N/A	1	none
N/A	23.574	N/A	3	none
N/A	1.282.773	N/A	10000	none
N/A	750.794	N/A	11	none
N/A	113.355	N/A	1	none
N/A	850.423	N/A	352	none
N/A	75.413	N/A	69	none
N/A	1.857.055	N/A	10000	none
N/A	151.736	N/A	1	none
N/A	18.924	N/A	8	none
N/A	880.677	N/A	44	none
N/A	1.285.547	N/A	10000	none
N/A	5.262.699	N/A	805	none
N/A	340.174	N/A	1212	none
N/A	418.653	N/A	32	none
N/A	132.694	N/A	5	none
N/A	8.805	N/A	1	none
N/A	88.422	N/A	1	none
N/A	750.366	N/A	187	none
N/A	126.841	N/A	2	none
N/A	1.904.285	N/A	568	none
N/A	1.870.781	N/A	75	none
N/A	85.729	N/A	1	none
N/A	918.177	N/A	7	none
N/A	726.496	N/A	3361	none
N/A	2.992.618	N/A	3987	none
N/A	99.404	N/A	4	none
N/A	1.290.522	N/A	110	none
N/A	112.126	N/A	11	none
N/A	705.736	N/A	16	none
N/A	1.792.377	N/A	3321	none
N/A	13.611	N/A	5	none
N/A	89.479	N/A	1	none
N/A	196.616	N/A	323	none
N/A	925.587	N/A	170	none
N/A	11.285	N/A	4	none
N/A	889.061	N/A	79	none
N/A	105.482	N/A	1	none
N/A	16.65	N/A	1	none
N/A	1.549.151	N/A	166	none
N/A	1.800.705	N/A	3321	none
N/A	16.618	N/A	5	none
N/A	0.8851	N/A	1	none
N/A	179.699	N/A	10000	none
N/A	187.551	N/A	699	none
N/A	4.995	N/A	1	none
N/A	1.260.028	N/A	10000	none
N/A	13.099	N/A	60	none
N/A	2.253	N/A	3	none
N/A	701.727	N/A	1	none
N/A	718.136	N/A	3361	none
N/A	855.233	N/A	453	none
N/A	16.499	N/A	3	none
N/A	8.233	N/A	2	none
N/A	575.714	N/A	8005	none
N/A	561.185	N/A	1	none
N/A	408.152	N/A	2632	none
N/A	411.275	N/A	2632	none
N/A	45.946	N/A	7	none
N/A	0.9258	N/A	2	none
N/A	14.549	N/A	40	none
N/A	49.646	N/A	1	none
N/A	1.762.108	N/A	2243	none
N/A	634.452	N/A	1647	none
N/A	86.982	N/A	1	none
N/A	33.057	N/A	3	none
N/A	182.012	N/A	1	none
N/A	899.982	N/A	102	none
N/A	248.965	N/A	326	none
N/A	762.797	N/A	11	none
N/A	265.864	N/A	11	none
N/A	593.603	N/A	32	none
N/A	27.369	N/A	1	none
N/A	63.179	N/A	10	none
N/A	931.676	N/A	161	none
N/A	195.103	N/A	32	none
N/A	83.434	N/A	1	none
N/A	1.787.457	N/A	10000	none
N/A	2.066.144	N/A	1738	none
N/A	15.919	N/A	1	none
N/A	1.821.102	N/A	10000	none
N/A	1.247.301	N/A	10000	none
N/A	26.581	N/A	3	none
N/A	748.049	N/A	2411	none
N/A	328.625	N/A	103	none
N/A	1.268.544	N/A	10000	none
N/A	105.825	N/A	1	none
N/A	188.138	N/A	315	none
N/A	4.805	N/A	2	none
N/A	749.367	N/A	5	none
N/A	18.828	N/A	2	none
N/A	19.642	N/A	1	none
N/A	31.667	N/A	55	none
N/A	1.839.564	N/A	457	none
N/A	725.957	N/A	3361	none
N/A	388.849	N/A	362	none
N/A	5.586.205	N/A	291	none
N/A	1.825.307	N/A	10000	none
N/A	1.784.077	N/A	10000	none
N/A	101.511	N/A	1	none
N/A	45.238	N/A	2	none
N/A	1.256.969	N/A	10000	none
N/A	36.344	N/A	40	none
N/A	932.695	N/A	22	none
N/A	10.563	N/A	1	none
N/A	191.893	N/A	193	none
N/A	1.809.726	N/A	10000	none
N/A	1.057.962	N/A	4	none
N/A	323.562	N/A	10	none
N/A	904.712	N/A	102	none
N/A	541.173	N/A	45	none
N/A	311.992	N/A	120	none
N/A	425.904	N/A	644	none
N/A	759.574	N/A	4	none
N/A	595.352	N/A	1240	none
N/A	178.574	N/A	395	none
N/A	996.696	N/A	3680	none
N/A	36.529	N/A	4	none
N/A	95.655	N/A	1	none
N/A	560.415	N/A	1240	none
N/A	1.83	N/A	13	none
N/A	19.805	N/A	3	none
N/A	34.142	N/A	2	none
N/A	81.874	N/A	1	none
N/A	81.942	N/A	4	none
N/A	90.928	N/A	507	none
N/A	1.112.737	N/A	12	none
N/A	88.337	N/A	1	none
N/A	30.665	N/A	9	none
N/A	7.421	N/A	1	none
N/A	738.689	N/A	120	none
N/A	1.987.517	N/A	85	none
N/A	280.197	N/A	6425	none
N/A	1.799.822	N/A	10000	none
N/A	1.784.712	N/A	10000	none
N/A	21.673	N/A	34	none
N/A	154.052	N/A	292	none
N/A	432.077	N/A	300	none
N/A	707.811	N/A	6	none
N/A	1.779.754	N/A	2243	none
N/A	102.044	N/A	1	none
N/A	394.248	N/A	1108	none
N/A	15.504	N/A	1	none
N/A	91.441	N/A	1	none
N/A	770.853	N/A	115	none
N/A	5.750.825	N/A	8005	none
N/A	13.538	N/A	4	none
N/A	884.223	N/A	1	none
N/A	28.501	N/A	61	none
N/A	150.258	N/A	1	none
N/A	0.6294	N/A	1	none
N/A	166.832	N/A	532	none
N/A	84.055	N/A	1	none
N/A	46.012	N/A	1	none
N/A	20.112	N/A	6	none
N/A	172.232	N/A	1569	none
N/A	103.244	N/A	1	none
N/A	1.763.524	N/A	2243	none
N/A	10.394	N/A	2	none
N/A	367.431	N/A	3	none
N/A	15.891	N/A	2	none
N/A	1.261.928	N/A	10000	none
N/A	95.877	N/A	1	none
N/A	90.385	N/A	1	none
N/A	762.979	N/A	5	none
N/A	284.936	N/A	6425	none
N/A	99.173	N/A	1	none
N/A	1.822.978	N/A	10000	none
N/A	2.943.638	N/A	1862	none
N/A	25.411	N/A	3	none
N/A	1.263.515	N/A	10000	none
N/A	5.778.647	N/A	8005	none
N/A	71.806	N/A	1	none
N/A	413.211	N/A	148	none
N/A	190.035	N/A	323	none
N/A	26.959	N/A	24	none
N/A	733.008	N/A	33	none
N/A	1.262.138	N/A	10000	none
N/A	753.479	N/A	7	none
N/A	41.254	N/A	1	none
N/A	11.605	N/A	4	none
N/A	12.327	N/A	1	none
N/A	10.609	N/A	1	none
N/A	14.239	N/A	1	none
N/A	11.281	N/A	1	none
N/A	10.987	N/A	1	none
N/A	103.331	N/A	1	none
N/A	12.321	N/A	1	none
N/A	10.155	N/A	1	none
N/A	20.673	N/A	1	none
N/A	35.987	N/A	1	none
N/A	1.023	N/A	1	none
N/A	360.938	N/A	1	none
N/A	26.149	N/A	1	none
N/A	10.164	N/A	1	none
N/A	76.728	N/A	1	none
N/A	8.885	N/A	1	none
N/A	10.578	N/A	1	none
N/A	0.8091	N/A	1	none
N/A	10.209	N/A	1	none
N/A	311.563	N/A	1	none
N/A	0.9389	N/A	1	none
N/A	10.115	N/A	1	none
N/A	64.152	N/A	1	none
N/A	164.411	N/A	1	none
N/A	0.9593	N/A	1	none
N/A	0.7756	N/A	1	none
N/A	0.7029	N/A	1	none
N/A	11.785	N/A	2	none
N/A	304.162	N/A	1	none
N/A	0.7397	N/A	1	none
N/A	0.921	N/A	1	none
N/A	0.8436	N/A	1	none
N/A	0.6969	N/A	1	none
N/A	19.104	N/A	1	none
N/A	12.013	N/A	1	none
N/A	0.6949	N/A	1	none
N/A	0.9819	N/A	1	none
N/A	0.9135	N/A	1	none
N/A	1.394	N/A	1	none
N/A	167.398	N/A	1	none
N/A	88.853	N/A	1	none
N/A	0.929	N/A	1	none
N/A	0.7541	N/A	1	none
N/A	13.924	N/A	3	none
N/A	23.438	N/A	1	none
N/A	0.9511	N/A	1	none
N/A	32.842	N/A	1	none
N/A	24.399	N/A	1	none
N/A	0.9216	N/A	1	none
N/A	0.9825	N/A	1	none
N/A	0.9654	N/A	1	none
N/A	0.9381	N/A	1	none
N/A	14.276	N/A	3	none
N/A	13.347	N/A	2	none
N/A	0.9614	N/A	1	none
N/A	0.9818	N/A	1	none
N/A	90.159	N/A	1	none
N/A	10.014	N/A	1	none
N/A	0.8796	N/A	1	none
N/A	89.731	N/A	1	none
N/A	14.114	N/A	4	none
N/A	0.9824	N/A	1	none
N/A	98.166	N/A	1	none
N/A	13.163	N/A	1	none
N/A	77.541	N/A	1	none
N/A	23.212	N/A	1	none
N/A	0.9284	N/A	1	none
N/A	18.141	N/A	1	none
N/A	0.9539	N/A	1	none
N/A	1.332	N/A	1	none
N/A	80.898	N/A	1	none
N/A	0.8887	N/A	1	none
N/A	0.9773	N/A	1	none
N/A	0.9204	N/A	1	none
N/A	15.004	N/A	1	none
N/A	0.9277	N/A	1	none
N/A	0.9272	N/A	1	none
N/A	0.8504	N/A	1	none
N/A	0.9619	N/A	1	none
N/A	12.019	N/A	1	none
N/A	0.7113	N/A	1	none
N/A	21.758	N/A	1	none
N/A	10.107	N/A	1	none
N/A	0.6687	N/A	1	none
N/A	83.431	N/A	1	none
N/A	89.723	N/A	1	none
N/A	0.9666	N/A	4	none
N/A	79.901	N/A	1	none
N/A	88.621	N/A	1	none
N/A	0.7176	N/A	1	none
N/A	74.081	N/A	1	none
N/A	13.826	N/A	4	none
N/A	0.6983	N/A	1	none
N/A	89.593	N/A	1	none
N/A	12.152	N/A	3	none
N/A	0.7426	N/A	1	none
N/A	0.9302	N/A	1	none
N/A	0.9585	N/A	1	none
N/A	0.6632	N/A	1	none
N/A	0.9589	N/A	1	none
N/A	88.566	N/A	1	none
N/A	39.276	N/A	1	none
N/A	14.087	N/A	3	none
N/A	87.453	N/A	1	none
N/A	8.919	N/A	1	none
N/A	15.546	N/A	1	none
N/A	81.793	N/A	1	none
N/A	0.9567	N/A	1	none
N/A	0.941	N/A	1	none
N/A	92.286	N/A	1	none
N/A	0.9873	N/A	1	none
N/A	14.234	N/A	1	none
N/A	0.9232	N/A	1	none
N/A	0.9298	N/A	1	none
N/A	2.55	N/A	1	none
N/A	0.9324	N/A	1	none
N/A	1.002	N/A	1	none
N/A	67.516	N/A	1	none
N/A	10.449	N/A	1	none
N/A	0.9904	N/A	1	none
N/A	89.344	N/A	1	none
N/A	0.9511	N/A	1	none
N/A	90.189	N/A	1	none
N/A	0.9883	N/A	3	none
N/A	0.9366	N/A	1	none
N/A	0.9326	N/A	1	none
N/A	0.974	N/A	1	none
N/A	87.958	N/A	1	none
N/A	13.578	N/A	4	none
N/A	0.965	N/A	1	none
N/A	0.9244	N/A	1	none
N/A	11.255	N/A	2	none
N/A	13.587	N/A	4	none
N/A	0.9714	N/A	1	none
N/A	19.034	N/A	1	none
N/A	11.292	N/A	2	none
N/A	10.282	N/A	1	none
N/A	0.9372	N/A	1	none
N/A	0.981	N/A	1	none
N/A	0.983	N/A	1	none
N/A	40.627	N/A	1	none
N/A	17.057	N/A	1	none
N/A	0.9945	N/A	2	none
N/A	20.802	N/A	1	none
N/A	0.9486	N/A	1	none
N/A	10.556	N/A	1	none
N/A	11.053	N/A	1	none
N/A	0.9374	N/A	1	none
N/A	13.284	N/A	1	none
N/A	0.9794	N/A	1	none
N/A	24.702	N/A	1	none
N/A	1.76	N/A	1	none
N/A	13.974	N/A	4	none
N/A	11.506	N/A	1	none
N/A	10.345	N/A	1	none
N/A	90.345	N/A	1	none
N/A	0.9539	N/A	1	none
N/A	17.177	N/A	1	none
N/A	38.018	N/A	1	none
N/A	0.9923	N/A	2	none
N/A	10.394	N/A	1	none
N/A	13.762	N/A	3	none
N/A	0.9744	N/A	1	none
N/A	1.77	N/A	1	none
N/A	23.522	N/A	1	none
N/A	0.9423	N/A	2	none
N/A	0.974	N/A	1	none
N/A	349.758	N/A	1	none
N/A	10.011	N/A	1	none
N/A	20.913	N/A	1	none
N/A	0.6282	N/A	1	none
N/A	0.9528	N/A	1	none
N/A	12.666	N/A	1	none
N/A	0.8589	N/A	2	none
N/A	10.462	N/A	1	none
N/A	23.596	N/A	1	none
N/A	0.6214	N/A	1	none
N/A	9.579	N/A	1	none
N/A	0.9673	N/A	1	none
N/A	0.7184	N/A	3	none
N/A	0.7879	N/A	16	none
N/A	300.254	N/A	1	none
N/A	0.6544	N/A	1	none
N/A	0.6467	N/A	1	none
N/A	0.9624	N/A	4	none
N/A	0.6481	N/A	4	none
N/A	0.6766	N/A	1	none
N/A	0.6941	N/A	1	none
N/A	0.6682	N/A	2	none
N/A	88.104	N/A	1	none
N/A	0.9254	N/A	4	none
N/A	0.6695	N/A	2	none
N/A	29.345	N/A	1	none
N/A	0.6553	N/A	1	none
N/A	0.6574	N/A	1	none
N/A	11.596	N/A	1	none
N/A	0.9734	N/A	1	none
N/A	0.6962	N/A	1	none
N/A	22.383	N/A	1	none
N/A	0.9683	N/A	1	none
N/A	11.161	N/A	1	none
N/A	100.211	N/A	1	none
N/A	0.9329	N/A	1	none
N/A	0.6677	N/A	1	none
N/A	0.6605	N/A	1	none
N/A	0.9387	N/A	4	none
N/A	0.8114	N/A	1	none
N/A	3.868	N/A	3	none
N/A	10.437	N/A	4	none
N/A	309.137	N/A	1	none
N/A	0.6765	N/A	1	none
N/A	0.9251	N/A	1	none
N/A	0.7387	N/A	5	none
N/A	0.7287	N/A	1	none
N/A	1.021	N/A	2	none
N/A	26.606	N/A	1	none
N/A	0.9525	N/A	1	none
N/A	0.9414	N/A	1	none
N/A	0.9135	N/A	1	none
N/A	0.9572	N/A	2	none
N/A	10.647	N/A	1	none
N/A	31.83	N/A	1	none
N/A	10.364	N/A	1	none
N/A	10.418	N/A	1	none
N/A	0.6881	N/A	1	none
N/A	27.772	N/A	1	none
N/A	10.201	N/A	1	none
N/A	0.6768	N/A	3	none
N/A	320.183	N/A	1	none
N/A	0.9847	N/A	1	none
N/A	0.9556	N/A	1	none
N/A	0.6813	N/A	1	none
N/A	27.204	N/A	2	none
N/A	10.389	N/A	2	none
N/A	15.935	N/A	1	none
N/A	0.976	N/A	1	none
N/A	10.133	N/A	2	none
N/A	0.6564	N/A	1	none
N/A	88.319	N/A	1	none
N/A	11.522	N/A	1	none
N/A	0.6931	N/A	1	none
N/A	0.6729	N/A	1	none
N/A	0.9372	N/A	1	none
N/A	0.6952	N/A	1	none
N/A	0.6295	N/A	1	none
N/A	22.514	N/A	1	none
N/A	37.644	N/A	1	none
N/A	294.498	N/A	1	none
N/A	10.855	N/A	1	none
N/A	0.9636	N/A	2	none
N/A	0.6733	N/A	1	none
N/A	12.439	N/A	1	none
N/A	0.9474	N/A	1	none
N/A	0.9512	N/A	4	none
N/A	6.789	N/A	1	none
N/A	321.108	N/A	1	none
N/A	44.375	N/A	4	none
N/A	0.9149	N/A	1	none
N/A	16.948	N/A	1	none
N/A	0.9176	N/A	1	none
N/A	16.888	N/A	1	none
N/A	0.6721	N/A	1	none
N/A	80.045	N/A	1	none
N/A	2.497	N/A	1	none
N/A	0.666	N/A	1	none
N/A	0.971	N/A	1	none
N/A	0.9336	N/A	1	none
N/A	0.7034	N/A	1	none
N/A	0.9692	N/A	1	none
N/A	0.9799	N/A	1	none
N/A	0.7855	N/A	1	none
N/A	0.9608	N/A	1	none
N/A	10.525	N/A	4	none
N/A	34.441	N/A	1	none
N/A	18.869	N/A	1	none
N/A	0.9384	N/A	1	none
N/A	86.591	N/A	1	none
N/A	0.9865	N/A	1	none
N/A	16.972	N/A	1	none
N/A	0.9373	N/A	1	none
N/A	0.9835	N/A	1	none
N/A	0.9878	N/A	1	none
N/A	0.9716	N/A	1	none
N/A	0.9007	N/A	1	none
N/A	47.092	N/A	1	none
N/A	56.029	N/A	4	none
N/A	0.9557	N/A	1	none
N/A	10.817	N/A	1	none
N/A	0.9752	N/A	1	none
N/A	0.9043	N/A	1	none
N/A	32.443	N/A	1	none
N/A	1.147	N/A	1	none
N/A	12.081	N/A	1	none
N/A	10.464	N/A	1	none
N/A	105.457	N/A	1	none
N/A	0.9768	N/A	1	none
N/A	0.9436	N/A	1	none
N/A	9.767	N/A	1	none
N/A	10.418	N/A	28	none
N/A	0.9518	N/A	1	none
N/A	0.9144	N/A	1	none
N/A	0.9334	N/A	1	none
N/A	11.552	N/A	1	none
N/A	0.9252	N/A	1	none
N/A	0.9502	N/A	1	none
N/A	0.9464	N/A	1	none
N/A	11.513	N/A	1	none
N/A	17.727	N/A	1	none
N/A	0.9699	N/A	1	none
N/A	31.349	N/A	1	none
N/A	10.172	N/A	1	none
N/A	97.376	N/A	1	none
N/A	0.9816	N/A	2	none
N/A	10.162	N/A	1	none
N/A	0.9629	N/A	1	none
N/A	0.9477	N/A	1	none
N/A	1.316	N/A	1	none
N/A	0.9493	N/A	1	none
N/A	0.9724	N/A	2	none
N/A	22.064	N/A	1	none
N/A	0.9675	N/A	1	none
N/A	11.705	N/A	1	none
N/A	15.228	N/A	3	none
N/A	0.9466	N/A	2	none
N/A	1.018	N/A	1	none
N/A	10.129	N/A	1	none
N/A	321.603	N/A	1	none
N/A	12.282	N/A	2	none
N/A	15.341	N/A	1	none
N/A	0.7206	N/A	3	none
N/A	11.767	N/A	1	none
N/A	0.9601	N/A	1	none
N/A	0.7438	N/A	1	none
N/A	0.9014	N/A	1	none
N/A	0.9843	N/A	1	none
N/A	95.566	N/A	1	none
N/A	0.9104	N/A	1	none
N/A	0.9736	N/A	1	none
N/A	37.855	N/A	1	none
N/A	10.222	N/A	4	none
N/A	0.9151	N/A	1	none
N/A	11.415	N/A	1	none
N/A	0.9529	N/A	1	none
N/A	0.9834	N/A	1	none
N/A	0.9937	N/A	1	none
N/A	0.9743	N/A	1	none
N/A	90.088	N/A	1	none
N/A	0.9509	N/A	1	none
N/A	0.962	N/A	1	none
N/A	0.9783	N/A	1	none
N/A	10.321	N/A	1	none
N/A	10.122	N/A	1	none
N/A	0.9913	N/A	1	none
N/A	1.578	N/A	1	none
N/A	12.124	N/A	1	none
N/A	29.042	N/A	1	none
N/A	11.614	N/A	17	none
N/A	10.632	N/A	1	none
N/A	27.365	N/A	1	none
N/A	0.9734	N/A	1	none
N/A	0.9254	N/A	1	none
N/A	14.806	N/A	1	none
N/A	0.9557	N/A	1	none
N/A	27.634	N/A	1	none
N/A	288.373	N/A	1	none
N/A	85.878	N/A	1	none
N/A	12.352	N/A	1	none
N/A	0.6639	N/A	1	none
N/A	0.7151	N/A	1	none
N/A	0.9534	N/A	2	none
N/A	0.6455	N/A	1	none
N/A	0.6647	N/A	1	none
N/A	0.9378	N/A	1	none
N/A	0.7009	N/A	1	none
N/A	0.6336	N/A	1	none
N/A	0.9441	N/A	1	none
N/A	0.7904	N/A	1	none
N/A	0.6433	N/A	1	none
N/A	1.121	N/A	1	none
N/A	77.504	N/A	1	none
N/A	0.6361	N/A	1	none
N/A	12.812	N/A	1	none
N/A	58.027	N/A	1	none
N/A	16.747	N/A	1	none
N/A	19.908	N/A	1	none
N/A	1.018	N/A	1	none
N/A	293.227	N/A	1	none
N/A	43.111	N/A	1	none
N/A	81.327	N/A	1	none
N/A	0.8917	N/A	1	none
N/A	0.9516	N/A	1	none
N/A	0.9677	N/A	1	none
N/A	0.6596	N/A	1	none
N/A	0.927	N/A	1	none
N/A	0.9602	N/A	1	none
N/A	0.6763	N/A	1	none
N/A	17.981	N/A	1	none
N/A	325.605	N/A	1	none
N/A	290.937	N/A	1	none
N/A	0.9711	N/A	3	none
N/A	0.7674	N/A	1	none
N/A	0.6524	N/A	1	none
N/A	53.335	N/A	1	none
N/A	12.847	N/A	1	none
N/A	276.918	N/A	1	none
N/A	0.932	N/A	1	none
N/A	215.874	N/A	1	none
N/A	0.9812	N/A	4	none
N/A	104.006	N/A	1	none
N/A	0.6625	N/A	1	none
N/A	0.7083	N/A	1	none
N/A	88.759	N/A	1	none
N/A	74.754	N/A	1	none
N/A	0.6762	N/A	1	none
N/A	90.964	N/A	1	none
N/A	0.6854	N/A	1	none
N/A	0.9005	N/A	1	none
N/A	0.6868	N/A	1	none
N/A	87.337	N/A	1	none
N/A	0.9782	N/A	4	none
N/A	0.9553	N/A	1	none
N/A	0.6534	N/A	1	none
N/A	0.9458	N/A	1	none
N/A	11.467	N/A	1	none
N/A	0.6942	N/A	1	none
N/A	0.9782	N/A	1	none
N/A	0.9575	N/A	1	none
N/A	0.6531	N/A	1	none
N/A	89.345	N/A	1	none
N/A	0.9493	N/A	1	none
N/A	12.484	N/A	1	none
N/A	316.704	N/A	1	none
N/A	84.161	N/A	1	none
N/A	11.162	N/A	1	none
N/A	0.684	N/A	1	none
N/A	0.6646	N/A	1	none
N/A	146.058	N/A	1	none
N/A	26.625	N/A	1	none
N/A	0.7939	N/A	12	none
N/A	0.7932	N/A	1	none
N/A	0.9311	N/A	1	none
N/A	0.9173	N/A	1	none
N/A	0.6684	N/A	2	none
N/A	0.932	N/A	1	none
N/A	2.899	N/A	1	none
N/A	0.6518	N/A	1	none
N/A	0.9057	N/A	1	none
N/A	0.9129	N/A	1	none
N/A	17.943	N/A	1	none
N/A	11.574	N/A	1	none
N/A	0.9511	N/A	1	none
N/A	14.591	N/A	1	none
N/A	0.9791	N/A	1	none
N/A	37.249	N/A	1	none
N/A	0.9074	N/A	1	none
N/A	16.065	N/A	1	none
N/A	0.9021	N/A	1	none
N/A	12.008	N/A	3	none
N/A	0.9416	N/A	1	none
N/A	0.9404	N/A	1	none
N/A	0.9228	N/A	1	none
N/A	0.9326	N/A	1	none
N/A	11.812	N/A	1	none
N/A	0.9442	N/A	1	none
N/A	0.9184	N/A	1	none
N/A	90.479	N/A	1	none
N/A	318.782	N/A	1	none
N/A	0.9168	N/A	1	none
N/A	13.983	N/A	1	none
N/A	0.6482	N/A	1	none
N/A	0.9339	N/A	1	none
N/A	0.91	N/A	1	none
N/A	0.6724	N/A	2	none
N/A	0.966	N/A	1	none
N/A	95.185	N/A	1	none
N/A	0.6675	N/A	1	none
N/A	0.9692	N/A	1	none
N/A	0.979	N/A	1	none
N/A	0.6702	N/A	1	none
N/A	0.9235	N/A	1	none
N/A	0.9502	N/A	1	none
N/A	72.599	N/A	1	none
N/A	0.9603	N/A	4	none
N/A	0.9239	N/A	1	none
N/A	0.6307	N/A	1	none
N/A	0.8971	N/A	1	none
N/A	0.9182	N/A	1	none
N/A	20.047	N/A	1	none
N/A	18.087	N/A	1	none
N/A	10.698	N/A	8	none
N/A	199.939	N/A	1	none
N/A	21.287	N/A	1	none
N/A	0.9094	N/A	1	none
N/A	0.66	N/A	1	none
N/A	0.9397	N/A	1	none
N/A	89.228	N/A	1	none
N/A	0.6772	N/A	3	none
N/A	0.9498	N/A	1	none
N/A	1.730.149	N/A	10000	none
N/A	1.225.442	N/A	10000	none
N/A	1.215.728	N/A	10000	none
N/A	18.729	N/A	45	none
N/A	0.6002	N/A	5	none
N/A	0.559	N/A	2	none
N/A	141.843	N/A	1561	none
N/A	1.184.921	N/A	10000	none
N/A	10.296	N/A	1	none
N/A	0.8065	N/A	1	none
N/A	0.746	N/A	1	none
N/A	0.7884	N/A	2	none
N/A	393.976	N/A	2365	none
N/A	1.049	N/A	1	none
N/A	0.8169	N/A	1	none
N/A	771.329	N/A	4416	none
N/A	11.243	N/A	4	none
N/A	11.095	N/A	13	none
N/A	15.481	N/A	58	none
N/A	10.799	N/A	12	none
N/A	73.846	N/A	238	none
N/A	0.7215	N/A	4	none
N/A	121.167	N/A	10000	none
N/A	10.555	N/A	1	none
N/A	838.364	N/A	3961	none
N/A	1.209.124	N/A	10000	none
N/A	1.194.384	N/A	10000	none
N/A	1.193.295	N/A	10000	none
N/A	12.123	N/A	5	none
N/A	0.7475	N/A	1	none
N/A	1.168.008	N/A	10000	none
N/A	1.203.652	N/A	10000	none
N/A	840.265	N/A	3961	none
N/A	0.8313	N/A	1	none
N/A	8.09	N/A	267	none
N/A	69.675	N/A	289	none
N/A	0.9915	N/A	16	none
N/A	1.219.834	N/A	10000	none
N/A	214.593	N/A	2235	none
N/A	10.648	N/A	2	none
N/A	164.649	N/A	10000	none
N/A	1.227.241	N/A	10000	none
N/A	278.313	N/A	1114	none
N/A	0.8601	N/A	2	none
N/A	1.196.444	N/A	10000	none
N/A	48.097	N/A	167	none
N/A	661.254	N/A	3843	none
N/A	19.201	N/A	29	none
N/A	0.5652	N/A	2	none
N/A	1.024.929	N/A	5999	none
N/A	618.097	N/A	10000	none
N/A	283.682	N/A	1176	none
N/A	1.199.149	N/A	10000	none
N/A	662.582	N/A	3843	none
N/A	15.821	N/A	18	none
N/A	0.5487	N/A	1	none
N/A	1.172.386	N/A	10000	none
N/A	10.013	N/A	2	none
N/A	67.553	N/A	399	none
N/A	1.666.943	N/A	10000	none
N/A	1.064	N/A	1	none
N/A	151.702	N/A	496	none
N/A	49.951	N/A	214	none
N/A	158.325	N/A	611	none
N/A	476.161	N/A	2836	none
N/A	11.122	N/A	2	none
N/A	1.206.644	N/A	10000	none
N/A	0.8101	N/A	1	none
N/A	1.253.271	N/A	10000	none
N/A	216.751	N/A	911	none
N/A	94.829	N/A	317	none
N/A	102.7	N/A	5999	none
N/A	0.8136	N/A	1	none
N/A	0.6995	N/A	13	none
N/A	16.502	N/A	53	none
N/A	0.6233	N/A	1	none
N/A	0.6776	N/A	7	none
N/A	1.187.396	N/A	10000	none
N/A	1.212.933	N/A	10000	none
N/A	1.192.965	N/A	10000	none
N/A	0.8464	N/A	2	none
N/A	1.203.245	N/A	10000	none
N/A	14.933	N/A	19	none
N/A	0.7752	N/A	2	none
N/A	106.305	N/A	10000	none
N/A	1.208.535	N/A	10000	none
N/A	10.144	N/A	1	none
N/A	1.181.796	N/A	10000	none
N/A	0.9515	N/A	1	none
N/A	1.189.651	N/A	10000	none
N/A	0.961	N/A	1	none
N/A	10.439	N/A	11	none
N/A	0.8852	N/A	24	none
N/A	1.102.549	N/A	10000	none
N/A	1.673.239	N/A	10000	none
N/A	10.335	N/A	2	none
N/A	1.237.754	N/A	10000	none
N/A	157.777	N/A	1561	none
N/A	1.196.833	N/A	10000	none
N/A	168.861	N/A	751	none
N/A	0.8856	N/A	1	none
N/A	20.446	N/A	72	none
N/A	1.059.119	N/A	10000	none
N/A	18.134	N/A	66	none
N/A	591.641	N/A	10000	none
N/A	1.246.906	N/A	10000	none
N/A	20.615	N/A	35	none
N/A	13.925	N/A	54	none
N/A	157.008	N/A	674	none
N/A	1.032	N/A	2	none
N/A	0.8023	N/A	10	none
N/A	0.5556	N/A	2	none
N/A	0.7358	N/A	1	none
N/A	0.7777	N/A	1	none
N/A	117.957	N/A	978	none
